Season,RaceName,Circuit,Session,Driver,Team,LapNumber,LapInStint,Compound,Stint,LapTimeSec,NormalizedPace,Sector1Sec,Sector2Sec,Sector3Sec,Position,TrackStatus,TrackType
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,15.0,5,HARD,2.0,95.952,1.0471451021477212,35.754,29.936,30.262,12.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,16.0,6,HARD,2.0,95.995,1.0476143705255805,36.156,29.823,30.016,12.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,17.0,7,HARD,2.0,97.603,1.065162825213899,37.518,30.111,29.974,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,18.0,8,HARD,2.0,95.367,1.0407608695652173,35.599,29.995,29.773,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,19.0,9,HARD,2.0,95.146,1.0383490483673825,35.486,29.895,29.765,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,20.0,10,HARD,2.0,95.06,1.037410511611664,35.498,29.825,29.737,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,21.0,11,HARD,2.0,94.71,1.0335908852802513,35.457,29.701,29.552,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,22.0,12,HARD,2.0,95.698,1.0443731447529245,35.785,30.024,29.889,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,23.0,13,HARD,2.0,96.285,1.0507792037716082,36.367,30.077,29.841,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,24.0,14,HARD,2.0,95.882,1.0463811768814388,36.214,29.871,29.797,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,25.0,15,HARD,2.0,96.548,1.0536493801292124,36.806,29.671,30.071,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,26.0,16,HARD,2.0,96.662,1.0548934869914441,36.84,29.68,30.142,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,27.0,17,HARD,2.0,96.093,1.0486838658983761,36.464,29.707,29.922,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,28.0,18,HARD,2.0,95.668,1.0440457482102323,36.328,29.684,29.656,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,29.0,19,HARD,2.0,96.731,1.0556464990396366,37.282,29.817,29.632,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,30.0,20,HARD,2.0,96.041,1.048116378557709,36.222,29.96,29.859,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,31.0,21,HARD,2.0,95.939,1.0470032303125545,36.193,29.85,29.896,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,32.0,22,HARD,2.0,95.694,1.0443294918805657,36.159,29.801,29.734,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,33.0,23,HARD,2.0,96.118,1.0489566963506198,36.774,29.635,29.709,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,34.0,24,HARD,2.0,94.768,1.0342238519294569,35.626,29.68,29.462,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,35.0,25,HARD,2.0,94.781,1.0343657237646238,35.49,29.639,29.652,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,36.0,26,HARD,2.0,94.358,1.0297494325126593,35.13,29.652,29.576,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,37.0,27,HARD,2.0,94.233,1.0283852802514406,34.974,29.635,29.624,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,38.0,28,HARD,2.0,93.961,1.0254168849310283,34.743,29.51,29.708,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,39.0,29,HARD,2.0,93.894,1.0246856993190152,34.876,29.508,29.51,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,40.0,30,HARD,2.0,93.601,1.0214881264187183,34.619,29.479,29.503,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,41.0,31,HARD,2.0,93.731,1.0229068447703857,34.725,29.443,29.563,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,42.0,32,HARD,2.0,93.623,1.0217282172166928,34.63,29.439,29.554,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,43.0,33,HARD,2.0,93.767,1.0232997206216168,34.621,29.542,29.604,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,44.0,34,HARD,2.0,93.523,1.0206368954077176,34.541,29.493,29.489,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,45.0,35,HARD,2.0,93.644,1.0219573947965777,34.656,29.394,29.594,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,46.0,36,HARD,2.0,94.961,1.0363301030207788,35.343,30.098,29.52,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,47.0,37,HARD,2.0,93.525,1.0206587218438974,34.567,29.343,29.615,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,48.0,38,HARD,2.0,93.84,1.0240963855421688,34.678,29.494,29.668,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,TSU,RB,49.0,39,HARD,2.0,93.56,1.0210406844770386,34.63,29.419,29.511,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,2.0,1,MEDIUM,1.0,97.553,1.0646171643094116,37.27,30.174,30.109,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,3.0,2,MEDIUM,1.0,95.986,1.047516151562773,35.739,30.029,30.218,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,4.0,3,MEDIUM,1.0,95.553,1.042790728129911,35.715,29.935,29.903,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,5.0,4,MEDIUM,1.0,95.59,1.0431945171992316,35.622,30.005,29.963,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,6.0,5,MEDIUM,1.0,95.977,1.047417932599965,35.791,30.052,30.134,12.0,12,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,11.0,1,HARD,2.0,96.232,1.0502008032128514,36.04,30.082,30.11,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,12.0,2,HARD,2.0,95.441,1.041568447703859,35.514,29.964,29.963,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,13.0,3,HARD,2.0,95.213,1.0390802339793956,35.449,29.919,29.845,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,14.0,4,HARD,2.0,95.181,1.0387310110005237,35.471,29.892,29.818,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,15.0,5,HARD,2.0,95.533,1.042572463768116,35.647,29.917,29.969,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,16.0,6,HARD,2.0,96.47,1.052798149118212,36.164,30.114,30.192,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,17.0,7,HARD,2.0,97.029,1.0588986380303822,36.439,30.263,30.327,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,18.0,8,HARD,2.0,95.608,1.0433909551248473,35.803,29.832,29.973,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,19.0,9,HARD,2.0,95.064,1.037454164484023,35.426,29.708,29.93,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,20.0,10,HARD,2.0,95.278,1.0397895931552297,35.644,29.864,29.77,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,21.0,11,HARD,2.0,94.82,1.0347913392701238,35.308,29.749,29.763,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,22.0,12,HARD,2.0,96.016,1.0478435481054653,36.002,29.959,30.055,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,23.0,13,HARD,2.0,95.363,1.0407172166928584,35.496,29.899,29.968,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,24.0,14,HARD,2.0,95.967,1.0473088004190676,35.696,30.115,30.156,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,25.0,15,HARD,2.0,96.124,1.0490221756591582,36.148,30.089,29.887,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,26.0,16,HARD,2.0,96.633,1.0545770036668412,36.635,29.905,30.093,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,27.0,17,HARD,2.0,96.127,1.0490549153134274,36.103,30.185,29.839,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,28.0,18,HARD,2.0,96.166,1.049480530818928,35.985,30.096,30.085,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,29.0,19,HARD,2.0,95.687,1.0442530993539374,36.139,29.81,29.738,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,30.0,20,HARD,2.0,96.135,1.0491422210581456,36.098,30.204,29.833,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,31.0,21,HARD,2.0,95.84,1.0459228217216692,36.024,29.855,29.961,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,32.0,22,HARD,2.0,95.621,1.043532826960014,36.014,29.983,29.624,15.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,33.0,23,HARD,2.0,95.221,1.0391675397241138,35.946,29.662,29.613,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,34.0,24,HARD,2.0,94.524,1.031561026715558,35.596,29.417,29.511,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,35.0,25,HARD,2.0,95.05,1.0373013794307664,35.697,29.481,29.872,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,36.0,26,HARD,2.0,93.987,1.025700628601362,34.779,29.469,29.739,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,37.0,27,HARD,2.0,93.939,1.0251767941330538,34.692,29.501,29.746,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,38.0,28,HARD,2.0,93.673,1.0222738781211804,34.538,29.376,29.759,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,39.0,29,HARD,2.0,93.504,1.0204295442640126,34.722,29.231,29.551,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,40.0,30,HARD,2.0,93.424,1.0195564868168325,34.576,29.217,29.631,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,41.0,31,HARD,2.0,93.75,1.023114195914091,34.761,29.3,29.689,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,42.0,32,HARD,2.0,92.85,1.0132922996333158,34.546,29.01,29.294,13.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,43.0,33,HARD,2.0,92.994,1.0148638030382398,34.116,29.271,29.607,12.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,44.0,34,HARD,2.0,92.997,1.0148965426925092,34.316,29.167,29.514,12.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,45.0,35,HARD,2.0,92.564,1.0101711192596472,34.171,29.009,29.384,12.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,46.0,36,HARD,2.0,92.54,1.0099092020254934,34.109,29.046,29.385,12.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,47.0,37,HARD,2.0,93.858,1.0242928234677842,35.331,29.094,29.433,12.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,48.0,38,HARD,2.0,92.711,1.0117753623188406,34.315,28.916,29.48,12.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,49.0,39,HARD,2.0,92.56,1.0101274663872883,34.145,29.008,29.407,12.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ALB,Williams,50.0,40,HARD,2.0,92.307,1.0073664222105814,33.975,28.993,29.339,12.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,3.0,1,MEDIUM,1.0,97.232,1.0611140213026016,36.3,30.556,30.376,19.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,4.0,2,MEDIUM,1.0,96.526,1.053409289331238,36.001,30.359,30.166,19.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,5.0,3,MEDIUM,1.0,96.238,1.0502662825213898,35.861,30.252,30.125,19.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,6.0,4,MEDIUM,1.0,97.072,1.0593679064082417,35.967,30.415,30.69,18.0,12,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,11.0,5,MEDIUM,1.0,95.695,1.0443404050986553,35.805,30.006,29.884,10.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,12.0,6,MEDIUM,1.0,94.998,1.0367338920900995,35.228,29.896,29.874,10.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,13.0,7,MEDIUM,1.0,95.355,1.0406299109481403,35.518,29.938,29.899,10.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,14.0,8,MEDIUM,1.0,96.658,1.054849834119085,36.466,29.899,30.293,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,15.0,9,MEDIUM,1.0,96.053,1.048247337174786,35.646,30.059,30.348,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,16.0,10,MEDIUM,1.0,96.065,1.048378295791863,35.904,29.92,30.241,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,17.0,11,MEDIUM,1.0,95.882,1.0463811768814388,35.909,29.916,30.057,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,18.0,12,MEDIUM,1.0,95.466,1.0418412781561026,35.43,30.013,30.023,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,19.0,13,MEDIUM,1.0,95.407,1.0411973982888074,35.361,30.027,30.019,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,20.0,14,MEDIUM,1.0,95.087,1.0377051685000873,35.247,29.912,29.928,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,21.0,15,MEDIUM,1.0,95.399,1.0411100925440893,35.37,29.931,30.098,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,22.0,16,MEDIUM,1.0,95.158,1.0384800069844595,35.125,29.952,30.081,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,23.0,17,MEDIUM,1.0,95.296,1.039986031080845,35.253,29.933,30.11,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,24.0,18,MEDIUM,1.0,95.145,1.0383381351492926,35.242,29.865,30.038,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,25.0,19,MEDIUM,1.0,95.145,1.0383381351492926,35.278,29.815,30.052,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,26.0,20,MEDIUM,1.0,95.036,1.03714859437751,35.26,29.824,29.952,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,27.0,21,MEDIUM,1.0,95.002,1.0367775449624583,35.17,29.729,30.103,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,28.0,22,MEDIUM,1.0,94.879,1.0354352191374192,35.104,29.726,30.049,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,29.0,23,MEDIUM,1.0,94.99,1.0366465863453813,35.142,29.83,30.018,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,30.0,24,MEDIUM,1.0,94.885,1.0355006984459578,35.153,29.709,30.023,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,31.0,25,MEDIUM,1.0,94.8,1.0345730749083288,34.983,29.738,30.079,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,32.0,26,MEDIUM,1.0,94.631,1.0327287410511612,34.972,29.732,29.927,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,33.0,27,MEDIUM,1.0,94.679,1.0332525755194693,35.023,29.741,29.915,11.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,34.0,28,MEDIUM,1.0,94.65,1.0329360921948665,34.981,29.728,29.941,10.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,35.0,29,MEDIUM,1.0,94.405,1.0302623537628774,34.813,29.624,29.968,10.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,36.0,30,MEDIUM,1.0,94.282,1.0289200279378383,34.747,29.596,29.939,10.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,37.0,31,MEDIUM,1.0,94.132,1.0272830452243757,34.806,29.49,29.836,10.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,38.0,32,MEDIUM,1.0,93.914,1.0249039636808102,34.602,29.446,29.866,10.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,39.0,33,MEDIUM,1.0,93.915,1.0249148768989,34.674,29.444,29.797,10.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,40.0,34,MEDIUM,1.0,93.736,1.0229614108608347,34.604,29.283,29.849,10.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,43.0,1,SOFT,2.0,93.047,1.0154422035969966,34.276,29.221,29.55,18.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,44.0,2,SOFT,2.0,92.77,1.0124192421861358,34.167,29.203,29.4,18.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,45.0,3,SOFT,2.0,92.857,1.013368692159944,34.219,29.221,29.417,18.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,46.0,4,SOFT,2.0,92.874,1.0135542168674698,34.126,29.24,29.508,18.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,47.0,5,SOFT,2.0,93.207,1.0171883184913566,34.497,29.254,29.456,18.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,48.0,6,SOFT,2.0,92.761,1.012321023223328,34.272,28.992,29.497,18.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,ZHO,Kick Sauber,49.0,7,SOFT,2.0,92.208,1.006286013619696,33.892,28.979,29.337,18.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,2.0,1,MEDIUM,1.0,97.836,1.0677056050288107,37.559,30.401,29.876,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,3.0,2,MEDIUM,1.0,96.382,1.051837785926314,36.146,30.285,29.951,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,4.0,3,MEDIUM,1.0,96.231,1.0501898899947615,35.786,30.354,30.091,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,5.0,4,MEDIUM,1.0,95.723,1.0446459752051684,35.486,30.198,30.039,14.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,6.0,5,MEDIUM,1.0,96.398,1.0520123974157498,35.701,30.239,30.458,13.0,12,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,10.0,6,MEDIUM,1.0,97.796,1.0672690763052208,37.449,30.017,30.33,8.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,11.0,7,MEDIUM,1.0,94.864,1.035271520866073,35.558,29.716,29.59,8.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,12.0,8,MEDIUM,1.0,94.605,1.0324449973808276,35.112,29.784,29.709,8.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,13.0,9,MEDIUM,1.0,95.367,1.0407608695652173,35.322,29.978,30.067,8.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,14.0,10,MEDIUM,1.0,96.481,1.052918194517199,36.334,30.027,30.12,9.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,15.0,11,MEDIUM,1.0,95.495,1.0421577614807054,35.314,30.054,30.127,9.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,16.0,12,MEDIUM,1.0,95.153,1.0384254408940108,35.134,29.939,30.08,9.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,17.0,13,MEDIUM,1.0,95.205,1.0389929282346777,35.144,29.975,30.086,9.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,18.0,14,MEDIUM,1.0,95.687,1.0442530993539374,35.228,30.008,30.451,10.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,19.0,15,MEDIUM,1.0,95.174,1.0386546184738956,35.076,29.99,30.108,9.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,20.0,16,MEDIUM,1.0,95.067,1.0374869041382921,35.019,30.032,30.016,9.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,21.0,17,MEDIUM,1.0,96.369,1.051695914091147,36.167,30.13,30.072,10.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,22.0,18,MEDIUM,1.0,95.358,1.0406626506024097,35.191,30.086,30.081,10.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,23.0,19,MEDIUM,1.0,94.816,1.034747686397765,34.99,29.832,29.994,10.0,1,High-Speed
2024,Saudi Arabian Grand Prix,Saudi Arabian Grand Prix,Race,HUL,Haas F1 Team,24.0,20,MEDIUM,1.0,94.843,1.0350423432861882,34.948,29.851,30.044,10.0,1,High-Speed
